product_id,product_category,region,store_type,brand,sales_amount,discount,units_sold,purchase_amount,delivery_time,return_rate
pcdt607,Electronics,South,Retail,BrandA,937.02,15.34,48.7,1331.45,2.34,0.02
pcdt595,Clothing,West,Online,BrandA,209.5,23.9,90.1,994.97,7.08,0.01
pcdt496,Home,South,Online,BrandA,546.66,1.64,98.05,1354.36,7.22,0.07
pcdt980,Electronics,East,Online,BrandB,304.03,0.96,20.65,153.66,8.2,0.07
pcdt95,Home,West,Online,BrandA,261.3,23.48,50.17,385.03,7.16,0.07
pcdt262,Home,South,Online,BrandC,992.78,19.09,61.12,1855.24,1.46,0.03
pcdt865,Home,West,Online,BrandD,891.36,7.5,78.39,387.37,2.93,0.05
pcdt479,Electronics,North,Retail,BrandA,816.41,46.43,21.03,485.51,7.71,0.07
pcdt42,Electronics,East,Retail,BrandB,544.83,18.7,84.42,1826.76,1.95,0.0
pcdt677,Clothing,East,Online,BrandB,748.94,14.29,34.88,1384.38,2.21,0.05
pcdt618,Sports,West,Online,BrandA,747.89,35.34,47.66,1934.16,9.19,0.04
pcdt714,Home,North,Online,BrandA,728.41,17.36,9.43,1518.89,8.77,0.05
pcdt1056,Sports,West,Online,BrandD,873.79,29.88,78.02,94.75,5.99,0.1
pcdt793,Electronics,North,Online,BrandD,67.95,44.68,20.32,666.21,9.15,0.06
pcdt1036,Home,North,Online,BrandD,994.61,15.97,80.07,820.85,3.08,0.06
pcdt1106,Electronics,South,Online,BrandC,196.79,21.65,78.39,179.7,3.31,0.05
pcdt439,Home,South,Online,BrandB,140.67,45.51,47.21,1523.49,3.21,0.09
pcdt760,Electronics,West,Online,BrandC,787.72,5.76,30.59,1178.28,1.36,0.03
pcdt956,Home,East,Retail,BrandA,979.4,48.09,73.7,1203.71,7.54,0.01
pcdt887,Home,East,Online,BrandA,129.11,38.41,66.96,1695.15,8.35,0.06
pcdt1131,Clothing,North,Online,BrandD,49.8,37.01,86.18,670.77,1.6,0.1
pcdt140,Electronics,North,Online,BrandC,785.24,3.88,89.95,1862.98,6.9,0.06
pcdt1197,Clothing,West,Retail,BrandB,555.05,20.25,9.2,437.77,2.34,0.06
pcdt367,Clothing,North,Retail,BrandD,573.25,14.7,81.09,1342.78,2.76,0.05
pcdt135,Clothing,North,Retail,BrandC,913.89,35.23,8.33,885.24,9.01,0.03
pcdt772,Clothing,West,Online,BrandA,165.78,24.06,93.61,1723.73,4.24,0.01
pcdt502,Clothing,East,Online,BrandA,644.21,16.97,81.62,121.45,4.95,0.08
pcdt647,Sports,South,Online,BrandC,542.7,40.16,47.4,334.58,1.29,0.02
pcdt818,Electronics,North,Retail,BrandA,710.73,4.1,32.9,845.73,9.66,0.09
pcdt900,Home,East,Online,BrandB,129.7,1.84,4.58,501.41,4.78,0.04
pcdt56,Clothing,East,Online,BrandA,865.56,29.33,16.33,1761.37,1.95,0.08
pcdt383,Clothing,South,Online,BrandB,275.68,11.88,31.63,164.9,3.47,0.09
pcdt1115,Electronics,West,Online,BrandD,997.71,2.34,29.25,133.39,1.67,0.06
pcdt447,Electronics,North,Retail,BrandA,43.11,3.98,63.41,1510.21,6.18,0.08
pcdt1156,Home,West,Online,BrandB,170.22,25.41,53.91,1115.31,1.39,0.1
pcdt372,Sports,West,Retail,BrandD,44.16,43.95,32.91,269.42,4.24,0.08
pcdt947,Clothing,North,Retail,BrandD,542.08,20.05,98.43,723.0,5.59,0.04
pcdt150,Electronics,West,Retail,BrandB,222.98,25.29,23.1,1487.42,3.0,0.01
pcdt838,Electronics,West,Retail,BrandD,741.56,30.56,68.2,100.29,9.57,0.01
pcdt982,Electronics,South,Retail,BrandC,909.6,40.16,74.63,78.78,3.36,0.08
pcdt1172,Home,South,Retail,BrandA,353.07,27.37,35.97,808.02,1.15,0.08
pcdt1139,Electronics,East,Retail,BrandC,638.6,12.73,39.41,1939.65,2.84,0.07
pcdt143,Sports,West,Retail,BrandB,382.8,38.31,52.66,311.41,2.89,0.04
pcdt933,Clothing,West,Retail,BrandC,847.09,43.0,60.19,357.9,2.48,0.09
pcdt1052,Sports,East,Retail,BrandD,822.52,17.27,15.07,323.53,2.05,0.02
pcdt98,Electronics,West,Online,BrandA,103.72,23.33,15.79,304.24,2.93,0.08
pcdt274,Electronics,North,Online,BrandD,963.18,30.94,75.01,1284.97,6.48,0.09
pcdt51,Electronics,South,Online,BrandC,972.89,22.69,57.47,204.98,3.7,0.01
pcdt1082,Electronics,North,Online,BrandD,129.8,27.26,54.88,775.7,3.39,0.04
pcdt1001,Sports,South,Online,BrandB,391.87,45.07,76.96,1396.53,9.13,0.09
pcdt311,Home,South,Online,BrandD,232.15,0.85,40.05,1228.02,2.97,0.03
pcdt314,Clothing,North,Retail,BrandA,785.14,27.61,38.29,959.71,6.06,0.03
pcdt371,Home,North,Retail,BrandB,610.62,33.49,11.47,1195.98,3.26,0.01
pcdt1183,Home,West,Retail,BrandB,917.35,5.72,79.01,1380.73,7.56,0.06
pcdt160,Home,West,Online,BrandA,31.41,49.27,40.31,1458.57,1.96,0.04
pcdt11,Clothing,North,Retail,BrandB,989.66,24.79,89.17,419.69,3.99,0.02
pcdt82,Clothing,East,Retail,BrandA,703.87,46.28,48.36,579.27,9.6,0.01
pcdt965,Electronics,West,Online,BrandD,909.17,44.46,25.95,1478.79,5.95,0.03
pcdt666,Clothing,North,Online,BrandA,164.64,30.15,55.11,1329.18,9.92,0.04
pcdt1124,Electronics,South,Retail,BrandB,184.11,13.42,31.23,905.06,7.41,0.08
pcdt749,Sports,East,Retail,BrandA,553.37,22.35,47.83,1106.65,2.2,0.09
pcdt1100,Electronics,West,Retail,BrandA,81.78,0.63,15.39,1476.9,1.76,0.0
pcdt722,Clothing,West,Online,BrandA,397.57,44.04,68.68,1776.43,8.52,0.1
pcdt1114,Clothing,West,Retail,BrandC,608.64,29.98,6.97,1582.57,3.15,0.09
pcdt247,Clothing,East,Online,BrandC,339.15,36.55,52.55,1420.65,5.31,0.09
pcdt60,Electronics,South,Retail,BrandD,623.49,48.46,58.87,334.38,4.01,0.07
pcdt395,Sports,West,Online,BrandC,831.44,4.2,24.97,57.17,3.86,0.06
pcdt955,Electronics,North,Online,BrandD,109.89,26.52,18.78,1340.27,1.77,0.08
pcdt495,Sports,South,Retail,BrandB,551.56,0.4,23.76,1034.63,7.28,0.01
pcdt891,Home,North,Online,BrandD,103.14,48.05,66.27,1628.55,2.47,0.03
pcdt611,Electronics,West,Online,BrandC,904.45,32.89,28.41,1660.14,6.13,0.07
pcdt541,Sports,West,Retail,BrandC,789.71,9.52,91.51,415.48,6.47,0.06
pcdt549,Sports,North,Online,BrandD,462.35,13.26,98.0,1234.89,4.59,0.06
pcdt594,Electronics,North,Retail,BrandB,617.38,4.03,70.76,581.43,3.36,0.1
pcdt525,Home,West,Retail,BrandA,287.59,46.69,13.54,690.3,2.73,0.05
pcdt920,Clothing,East,Retail,BrandD,587.35,1.29,1.34,695.6,5.53,0.06
pcdt727,Home,East,Retail,BrandA,364.76,20.82,91.69,694.24,7.49,0.09
pcdt418,Electronics,East,Retail,BrandC,180.73,46.64,66.83,127.83,8.98,0.01
pcdt817,Sports,North,Retail,BrandC,757.79,35.74,28.07,1103.19,9.95,0.01
pcdt776,Clothing,North,Retail,BrandC,786.95,36.91,73.13,1764.64,1.31,0.01
pcdt478,Sports,South,Retail,BrandC,850.01,26.13,26.21,173.67,3.48,0.02
pcdt416,Home,North,Retail,BrandB,696.85,6.55,45.78,1469.39,8.47,0.1
pcdt656,Electronics,South,Retail,BrandD,275.62,2.58,90.03,1748.8,9.19,0.0
pcdt950,Clothing,South,Retail,BrandA,767.64,26.79,21.78,1016.61,7.96,0.08
pcdt516,Clothing,East,Retail,BrandC,819.28,33.51,91.05,1072.16,4.71,0.08
pcdt1179,Sports,South,Retail,BrandB,80.59,17.82,58.63,1573.52,6.97,0.07
pcdt265,Home,South,Online,BrandD,128.18,16.67,64.12,869.83,5.43,0.06
pcdt973,Electronics,South,Online,BrandD,171.11,36.33,27.41,615.84,4.78,0.04
pcdt263,Sports,South,Retail,BrandB,353.03,17.48,72.16,435.58,4.05,0.01
pcdt417,Clothing,North,Online,BrandB,814.68,49.27,87.24,508.75,6.26,0.07
pcdt99,Sports,North,Online,BrandC,299.15,19.62,11.08,1194.43,2.49,0.08
pcdt1170,Clothing,East,Retail,BrandB,816.68,22.14,17.85,1821.93,6.27,0.1
pcdt945,Home,East,Retail,BrandD,540.45,12.24,94.36,1968.48,4.95,0.03
pcdt959,Home,West,Retail,BrandD,781.39,33.67,89.65,1590.34,9.75,0.05
pcdt132,Sports,West,Online,BrandA,222.27,8.87,78.67,1174.34,9.2,0.03
pcdt706,Electronics,South,Online,BrandC,204.49,6.48,35.65,1537.07,9.44,0.07
pcdt18,Electronics,North,Retail,BrandC,451.2,45.97,59.7,1740.68,3.64,0.05
pcdt1059,Home,South,Retail,BrandA,137.01,32.76,53.07,1729.08,4.81,0.03
pcdt216,Sports,East,Retail,BrandA,521.21,43.31,51.05,1369.73,9.62,0.06
pcdt200,Sports,North,Online,BrandA,436.0,14.55,23.48,1179.36,4.7,0.07
pcdt103,Electronics,South,Online,BrandD,265.9,8.58,88.18,438.51,5.06,0.1
pcdt278,Clothing,South,Retail,BrandA,803.07,23.17,98.87,531.36,9.06,0.01
pcdt532,Home,North,Retail,BrandD,285.92,25.07,65.87,1422.43,4.4,0.04
pcdt1171,Sports,West,Online,BrandA,161.38,9.04,72.81,843.88,5.41,0.07
pcdt7,Clothing,East,Online,BrandB,443.08,21.62,37.72,1124.36,6.77,0.01
pcdt1079,Sports,North,Retail,BrandB,357.86,21.96,2.93,392.29,8.8,0.07
pcdt733,Sports,West,Online,BrandA,174.05,37.57,44.01,658.54,4.73,0.05
pcdt6,Sports,East,Online,BrandB,953.34,20.24,40.33,1632.78,2.11,0.08
pcdt983,Electronics,South,Retail,BrandD,285.3,47.76,81.84,1730.47,5.93,0.07
pcdt423,Electronics,East,Retail,BrandC,144.75,12.23,63.38,1580.36,4.0,0.04
pcdt327,Home,West,Retail,BrandA,100.21,22.0,79.09,1781.99,4.24,0.01
pcdt281,Sports,North,Online,BrandA,457.03,49.57,96.28,1066.98,4.27,0.1
pcdt517,Sports,West,Online,BrandB,558.97,4.6,46.35,1083.65,2.9,0.1
pcdt821,Sports,South,Online,BrandA,679.71,27.7,27.59,1021.73,5.52,0.03
pcdt514,Electronics,North,Retail,BrandA,114.33,1.27,93.87,25.68,5.65,0.02
pcdt971,Home,North,Online,BrandC,246.2,44.22,9.32,873.94,2.6,0.09
pcdt1075,Home,North,Online,BrandA,601.44,23.2,79.03,637.65,5.99,0.09
pcdt268,Electronics,South,Retail,BrandA,578.37,22.84,69.95,862.92,6.3,0.07
pcdt342,Electronics,East,Online,BrandA,660.16,1.47,32.58,472.48,1.66,0.05
pcdt212,Electronics,East,Retail,BrandA,81.14,18.34,32.83,1659.79,7.3,0.09
pcdt692,Sports,West,Online,BrandD,879.04,6.08,66.21,165.44,5.54,0.04
pcdt577,Home,West,Online,BrandB,296.9,34.27,38.31,1842.48,7.94,0.03
pcdt34,Clothing,North,Retail,BrandA,818.08,11.06,34.65,1264.72,3.98,0.07
pcdt792,Clothing,West,Retail,BrandA,675.65,35.4,64.28,384.86,8.05,0.1
pcdt806,Sports,East,Online,BrandC,871.74,36.54,38.77,1960.57,3.83,0.03
pcdt377,Electronics,East,Retail,BrandC,411.15,33.04,33.18,1552.87,5.21,0.05
pcdt230,Home,East,Retail,BrandD,73.75,39.65,56.86,1374.13,6.58,0.09
pcdt811,Electronics,South,Online,BrandD,387.59,39.6,67.46,400.54,5.76,0.02
pcdt1158,Clothing,North,Retail,BrandB,12.69,0.75,45.94,829.0,6.09,0.09
pcdt649,Home,West,Retail,BrandC,832.22,5.86,28.06,1460.8,9.68,0.04
pcdt641,Clothing,West,Online,BrandC,980.25,37.83,82.11,1192.8,1.98,0.05
pcdt312,Clothing,West,Online,BrandB,145.43,10.37,55.08,266.6,6.02,0.01
pcdt384,Clothing,East,Retail,BrandC,267.09,44.66,8.93,450.91,7.29,0.07
pcdt448,Sports,West,Online,BrandD,849.74,18.32,97.95,790.04,1.12,0.08
pcdt585,Electronics,West,Retail,BrandD,601.5,36.08,73.71,1722.84,7.32,0.02
pcdt1191,Clothing,East,Online,BrandD,195.4,33.07,53.61,135.51,4.52,0.1
pcdt756,Sports,South,Online,BrandC,898.82,40.47,5.09,1086.91,3.56,0.02
pcdt115,Clothing,West,Online,BrandA,547.93,26.71,82.68,1834.27,8.91,0.09
pcdt21,Sports,South,Online,BrandA,491.28,12.37,86.52,1838.34,1.77,0.05
pcdt579,Clothing,South,Online,BrandC,605.15,13.52,74.12,273.05,6.77,0.01
pcdt256,Sports,North,Online,BrandB,217.16,28.3,64.62,1250.97,2.07,0.07
pcdt483,Sports,West,Retail,BrandD,466.11,39.64,99.37,909.03,2.28,0.01
pcdt547,Sports,South,Retail,BrandB,931.03,26.79,30.19,1802.98,4.16,0.01
pcdt339,Clothing,West,Online,BrandA,540.84,46.99,70.98,1634.69,9.25,0.07
pcdt601,Home,South,Retail,BrandB,712.03,40.36,4.49,988.66,3.74,0.05
pcdt9,Home,North,Online,BrandC,851.13,10.96,21.94,1747.84,2.11,0.02
pcdt1058,Home,South,Retail,BrandC,894.4,39.28,8.79,1049.66,9.68,0.05
pcdt558,Electronics,South,Retail,BrandC,315.29,36.41,91.51,1714.62,9.72,0.07
pcdt387,Sports,South,Online,BrandC,629.24,31.84,20.98,702.1,6.88,0.01
pcdt653,Sports,East,Retail,BrandD,63.88,4.73,69.76,286.84,7.57,0.04
pcdt1084,Home,West,Online,BrandD,641.91,7.53,6.18,1794.15,4.25,0.07
pcdt330,Electronics,South,Retail,BrandD,791.56,41.42,35.81,1358.89,1.81,0.09
pcdt774,Electronics,South,Retail,BrandD,459.33,42.71,19.58,1490.6,8.37,0.02
pcdt899,Clothing,East,Online,BrandD,627.24,22.32,40.64,460.41,1.53,0.01
pcdt14,Electronics,North,Online,BrandA,355.41,33.99,77.91,288.2,1.81,0.04
pcdt1200,Clothing,North,Online,BrandA,123.96,36.09,25.27,900.36,1.71,0.01
pcdt231,Electronics,East,Online,BrandB,201.47,41.89,16.28,1917.63,3.98,0.1
pcdt178,Home,South,Online,BrandA,660.74,43.91,18.78,123.49,6.75,0.03
pcdt604,Home,East,Online,BrandA,70.07,7.14,47.55,439.75,3.04,0.08
pcdt504,Electronics,North,Retail,BrandD,255.47,34.26,83.92,336.48,6.14,0.03
pcdt946,Sports,East,Online,BrandD,344.5,18.08,49.41,150.92,4.23,0.08
pcdt1192,Home,North,Retail,BrandD,512.96,22.2,13.17,956.59,7.26,0.07
pcdt552,Sports,South,Retail,BrandB,677.12,10.53,38.0,1311.87,7.8,0.07
pcdt194,Home,North,Retail,BrandD,738.33,40.96,96.21,929.04,1.72,0.07
pcdt1090,Clothing,South,Retail,BrandA,592.02,38.94,11.45,1775.62,1.49,0.0
pcdt174,Home,South,Retail,BrandA,704.63,39.05,2.72,1137.27,8.54,0.06
pcdt236,Sports,South,Retail,BrandD,567.24,41.88,90.22,344.4,1.52,0.02
pcdt373,Electronics,West,Online,BrandA,679.78,30.39,16.36,186.14,4.52,0.0
pcdt874,Electronics,West,Retail,BrandC,889.97,32.7,56.57,1285.08,8.73,0.05
pcdt1146,Electronics,North,Retail,BrandA,635.17,17.67,17.62,273.58,2.53,0.09
pcdt203,Electronics,South,Retail,BrandB,987.15,5.73,38.46,422.17,6.08,0.03
pcdt242,Home,North,Online,BrandA,436.39,25.47,9.14,209.59,5.47,0.0
pcdt819,Clothing,West,Retail,BrandD,759.8,7.49,41.88,1622.43,3.05,0.04
pcdt146,Sports,South,Retail,BrandD,933.65,1.99,4.69,1681.54,3.65,0.04
pcdt85,Sports,West,Retail,BrandC,717.38,27.3,40.18,454.21,8.01,0.1
pcdt128,Sports,North,Retail,BrandA,598.84,44.96,15.2,1016.51,9.84,0.03
pcdt328,Home,East,Online,BrandB,950.66,22.63,81.1,743.87,6.99,0.05
pcdt78,Sports,East,Retail,BrandB,648.08,49.0,2.92,1574.33,6.17,0.08
pcdt644,Clothing,West,Online,BrandD,527.73,1.27,85.88,1106.93,9.85,0.02
pcdt580,Clothing,North,Retail,BrandB,870.14,37.36,93.18,1212.67,3.76,0.0
pcdt924,Clothing,West,Online,BrandC,435.16,8.77,41.78,777.79,2.38,0.06
pcdt370,Clothing,North,Online,BrandC,718.53,9.67,80.98,1268.76,1.6,0.1
pcdt688,Clothing,West,Retail,BrandA,723.13,49.32,88.86,1053.63,9.87,0.05
pcdt913,Home,North,Online,BrandA,520.32,10.62,70.8,45.54,9.14,0.07
pcdt684,Clothing,North,Retail,BrandB,411.9,45.0,99.22,1335.68,8.35,0.1
pcdt156,Electronics,South,Online,BrandD,205.58,14.55,2.33,1503.84,7.66,0.06
pcdt854,Clothing,North,Online,BrandC,344.61,1.04,53.2,408.62,7.55,0.0
pcdt186,Electronics,South,Online,BrandD,981.08,12.76,79.67,1861.92,2.5,0.03
pcdt235,Home,West,Online,BrandD,990.45,0.11,89.58,765.75,1.18,0.04
pcdt22,Home,South,Online,BrandD,483.08,5.81,16.51,1110.07,9.46,0.09
pcdt1,Electronics,North,Online,BrandC,336.34,43.94,39.58,390.32,9.93,0.06
pcdt378,Home,West,Retail,BrandA,189.59,21.55,62.55,427.1,9.15,0.09
pcdt462,Home,East,Retail,BrandB,223.29,33.19,26.9,1185.33,9.05,0.0
pcdt283,Electronics,South,Online,BrandA,643.42,5.35,56.63,1768.72,5.6,0.03
pcdt426,Clothing,East,Retail,BrandA,811.74,36.1,88.56,1516.73,3.35,0.05
pcdt497,Clothing,East,Retail,BrandA,140.17,20.62,62.59,366.15,3.3,0.07
pcdt527,Electronics,North,Retail,BrandD,461.22,27.21,43.55,812.2,2.13,0.0
pcdt539,Sports,North,Retail,BrandC,729.65,41.73,64.17,760.75,5.56,0.01
pcdt298,Sports,South,Retail,BrandD,147.04,33.12,73.27,759.65,4.08,0.05
pcdt8,Home,North,Retail,BrandB,838.44,15.94,90.46,170.51,7.72,0.05
pcdt449,Home,West,Online,BrandB,876.83,9.15,15.77,1306.32,3.17,0.0
pcdt1104,Electronics,East,Online,BrandD,403.2,26.04,62.25,831.8,3.34,0.08
pcdt472,Sports,West,Online,BrandD,603.78,30.69,6.88,62.58,2.37,0.02
pcdt455,Electronics,North,Retail,BrandC,134.76,11.93,1.0,599.31,5.34,0.07
pcdt1021,Home,South,Retail,BrandB,192.26,43.82,55.94,177.71,9.55,0.05
pcdt814,Clothing,West,Retail,BrandD,242.96,20.76,49.05,1387.44,1.66,0.02
pcdt261,Sports,West,Online,BrandC,650.49,32.39,13.18,1983.08,2.37,0.06
pcdt228,Home,East,Retail,BrandC,170.23,30.33,58.41,1333.31,7.05,0.03
pcdt255,Sports,North,Retail,BrandD,834.79,10.57,78.29,531.21,3.55,0.02
pcdt1110,Sports,North,Online,BrandC,332.86,33.71,83.35,1581.52,8.97,0.04
pcdt1045,Sports,South,Online,BrandB,767.53,37.22,87.79,675.79,4.98,0.05
pcdt305,Home,West,Online,BrandB,768.81,27.49,85.64,1080.45,2.11,0.06
pcdt461,Sports,West,Online,BrandD,352.33,34.86,69.83,1095.96,5.74,0.01
pcdt1026,Clothing,North,Online,BrandA,533.54,49.24,24.92,725.19,8.4,0.02
pcdt689,Sports,North,Online,BrandA,823.93,36.03,48.51,582.45,3.67,0.03
pcdt637,Electronics,North,Online,BrandA,337.39,5.19,93.82,695.93,4.19,0.05
pcdt1165,Home,North,Retail,BrandA,934.95,0.69,34.82,616.82,5.74,0.05
pcdt407,Clothing,East,Retail,BrandA,692.88,48.65,63.07,1839.82,5.58,0.04
pcdt620,Home,East,Retail,BrandD,929.72,15.99,80.11,823.3,3.8,0.08
pcdt440,Electronics,North,Retail,BrandA,951.21,11.82,37.09,1445.93,9.54,0.07
pcdt1099,Electronics,North,Online,BrandB,286.98,2.86,50.21,1161.25,2.22,0.08
pcdt591,Home,East,Retail,BrandA,992.86,45.68,22.37,1690.88,1.3,0.07
pcdt280,Home,South,Retail,BrandC,615.54,11.63,5.96,1491.72,1.01,0.05
pcdt188,Clothing,West,Online,BrandD,218.45,31.6,26.95,1052.63,8.8,0.07
pcdt935,Electronics,South,Retail,BrandA,290.06,31.18,79.08,951.14,6.23,0.02
pcdt324,Sports,West,Retail,BrandD,551.54,39.57,18.66,423.17,8.58,0.05
pcdt617,Sports,North,Online,BrandB,263.57,39.04,47.74,636.22,8.77,0.02
pcdt823,Home,East,Online,BrandA,133.24,38.18,18.98,60.61,1.4,0.1
pcdt781,Home,East,Retail,BrandB,80.05,43.42,63.8,438.95,6.55,0.03
pcdt512,Electronics,South,Online,BrandB,788.23,8.48,64.08,970.87,7.15,0.08
pcdt1062,Clothing,East,Retail,BrandB,352.83,2.51,12.82,1586.51,3.5,0.03
pcdt599,Electronics,East,Online,BrandD,536.68,33.32,44.85,836.52,9.83,0.06
pcdt332,Clothing,West,Retail,BrandA,585.19,27.7,81.42,415.22,8.33,0.0
pcdt1182,Clothing,East,Online,BrandC,980.84,39.93,99.51,1551.6,9.51,0.08
pcdt614,Home,South,Online,BrandB,206.29,1.22,63.89,290.48,9.71,0.02
pcdt221,Electronics,North,Online,BrandC,91.77,16.8,5.61,468.66,8.14,0.02
pcdt303,Sports,South,Online,BrandC,826.4,45.36,78.03,1081.58,9.32,0.0
pcdt335,Electronics,South,Retail,BrandB,319.52,3.69,26.1,750.89,8.23,0.01
pcdt201,Sports,West,Online,BrandD,193.89,32.34,25.75,918.99,6.69,0.04
pcdt1119,Clothing,East,Retail,BrandD,601.69,25.77,67.31,72.39,1.18,0.04
pcdt711,Sports,West,Online,BrandD,412.18,14.69,81.06,1598.87,5.05,0.08
pcdt161,Sports,South,Retail,BrandB,333.0,16.24,87.13,1249.28,6.14,0.03
pcdt1181,Electronics,East,Online,BrandA,236.74,1.39,93.59,497.87,2.32,0.08
pcdt588,Clothing,East,Online,BrandD,123.28,49.21,53.94,1796.94,7.99,0.02
pcdt831,Electronics,North,Retail,BrandA,756.45,29.9,99.49,550.84,3.53,0.07
pcdt546,Sports,North,Online,BrandD,564.93,44.35,70.64,1044.6,9.25,0.09
pcdt37,Home,South,Online,BrandC,798.65,19.07,82.32,839.88,2.48,0.06
pcdt116,Sports,South,Retail,BrandD,843.22,41.8,65.26,1621.13,8.11,0.1
pcdt267,Sports,South,Online,BrandA,211.82,30.78,44.76,881.27,1.45,0.06
pcdt218,Sports,North,Online,BrandD,293.68,37.03,41.71,1693.49,2.59,0.04
pcdt109,Clothing,North,Retail,BrandC,741.57,44.41,13.56,182.61,6.96,0.08
pcdt974,Sports,South,Online,BrandB,117.67,48.51,98.33,386.05,2.21,0.09
pcdt1161,Clothing,South,Retail,BrandB,76.21,34.44,32.22,1808.04,5.27,0.05
pcdt1092,Electronics,South,Retail,BrandB,772.39,30.19,22.84,360.28,2.92,0.06
pcdt118,Electronics,East,Retail,BrandD,748.47,4.73,51.45,1567.81,5.42,0.07
pcdt297,Clothing,North,Retail,BrandB,790.1,7.05,75.32,616.96,4.98,0.09
pcdt674,Home,North,Online,BrandC,420.35,14.01,14.31,401.63,2.04,0.03
pcdt915,Sports,West,Retail,BrandD,356.43,6.12,12.42,1251.83,2.65,0.01
pcdt107,Sports,West,Online,BrandB,824.62,13.86,8.63,1210.28,1.89,0.03
pcdt964,Clothing,West,Retail,BrandC,240.31,43.19,23.69,1869.14,5.02,0.07
pcdt400,Clothing,East,Retail,BrandB,739.25,24.02,69.86,612.56,1.78,0.06
pcdt941,Sports,South,Online,BrandD,707.06,39.72,12.73,1142.15,6.06,0.08
pcdt953,Sports,East,Retail,BrandD,379.62,44.88,53.15,1791.46,8.76,0.04
pcdt981,Sports,North,Retail,BrandA,353.85,1.6,9.96,1473.39,6.26,0.05
pcdt650,Sports,West,Online,BrandA,494.59,8.8,31.01,530.2,1.52,0.0
pcdt559,Sports,West,Online,BrandC,613.12,47.17,40.93,871.59,1.48,0.04
pcdt422,Electronics,West,Retail,BrandD,252.63,11.47,37.06,21.62,1.04,0.1
pcdt104,Clothing,West,Online,BrandC,880.73,46.44,67.78,573.85,1.56,0.01
pcdt399,Home,South,Retail,BrandA,834.7,46.06,95.65,754.69,8.04,0.09
pcdt169,Sports,North,Retail,BrandC,422.98,31.12,8.56,884.52,6.71,0.03
pcdt1111,Clothing,North,Retail,BrandA,943.98,8.46,79.25,1757.13,9.63,0.02
pcdt485,Electronics,West,Online,BrandD,487.21,8.82,7.69,226.44,6.46,0.06
pcdt100,Clothing,North,Online,BrandA,390.16,44.48,63.17,1791.94,1.49,0.05
pcdt543,Clothing,East,Retail,BrandD,101.99,26.4,97.83,561.24,3.0,0.09
pcdt435,Home,North,Online,BrandB,917.83,1.05,2.57,1840.22,6.25,0.02
pcdt728,Sports,North,Retail,BrandA,201.3,15.37,44.03,1976.02,7.98,0.04
pcdt165,Electronics,East,Online,BrandC,346.7,22.18,56.29,1856.58,4.75,0.01
pcdt889,Electronics,East,Retail,BrandD,896.15,24.19,55.46,1525.46,4.28,0.07
pcdt598,Electronics,East,Retail,BrandC,205.16,18.28,80.23,589.46,1.03,0.09
pcdt309,Electronics,West,Online,BrandD,942.19,18.78,5.51,1933.56,4.18,0.04
pcdt266,Electronics,West,Online,BrandC,957.27,9.65,87.91,683.43,4.28,0.08
pcdt610,Clothing,East,Retail,BrandB,126.81,36.92,98.6,1425.29,5.45,0.08
pcdt993,Sports,South,Retail,BrandD,816.43,12.14,87.98,398.32,2.0,0.02
pcdt65,Home,East,Retail,BrandA,171.14,15.47,16.46,1980.18,3.1,0.07
pcdt1073,Sports,South,Online,BrandB,80.95,18.63,82.54,166.7,4.95,0.02
pcdt702,Sports,East,Online,BrandD,694.96,31.98,72.04,1702.4,3.11,0.09
pcdt155,Clothing,South,Retail,BrandB,961.9,15.32,5.15,264.91,7.03,0.1
pcdt1148,Electronics,West,Online,BrandD,199.08,26.49,64.66,1424.12,3.41,0.09
pcdt511,Sports,North,Online,BrandA,681.61,10.48,1.92,1714.34,8.11,0.08
pcdt269,Electronics,North,Online,BrandD,233.06,27.18,81.44,1506.75,2.29,0.02
pcdt904,Clothing,East,Online,BrandC,686.01,0.97,74.91,514.5,5.46,0.01
pcdt719,Home,South,Online,BrandB,817.78,33.37,9.58,532.12,5.99,0.01
pcdt356,Electronics,East,Retail,BrandC,213.59,34.82,47.8,1365.48,4.2,0.01
pcdt896,Clothing,East,Online,BrandB,655.92,6.23,39.85,537.34,2.07,0.09
pcdt562,Home,West,Online,BrandA,411.23,16.81,94.1,1528.74,9.01,0.02
pcdt285,Clothing,West,Online,BrandC,654.41,13.54,54.12,1890.39,3.48,0.01
pcdt1157,Electronics,West,Retail,BrandB,472.82,9.85,51.59,1270.81,9.27,0.09
pcdt1034,Electronics,West,Retail,BrandD,925.12,4.82,49.9,354.4,4.89,0.02
pcdt1043,Sports,South,Retail,BrandA,295.78,49.3,12.89,1819.05,7.09,0.05
pcdt834,Clothing,West,Retail,BrandD,342.44,12.79,38.12,126.78,9.85,0.06
pcdt605,Home,South,Retail,BrandA,760.17,17.47,50.34,602.94,6.92,0.03
pcdt925,Clothing,East,Online,BrandA,409.12,10.44,34.06,1019.1,9.45,0.01
pcdt428,Sports,West,Retail,BrandB,464.01,46.34,12.71,1754.29,1.46,0.0
pcdt458,Sports,South,Online,BrandD,711.87,5.45,18.4,857.02,1.8,0.09
pcdt192,Home,North,Retail,BrandB,821.63,3.95,19.88,1006.79,4.74,0.07
pcdt678,Home,South,Retail,BrandB,358.0,49.49,69.03,651.46,7.65,0.02
